circuit_id,circuit_type,num_qubits,bug_type,system_name,pass_at_1,pass_at_3,iterations_used,physics_validity,gate_count_reduction,depth_reduction,final_status
circuit_0032,ghz,5,structural,PyZX_heuristic,0,0,1,1,-8,-5,FAIL
circuit_0033,ghz,4,gate_redundancy,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0033,ghz,4,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0033,ghz,4,gate_redundancy,PyZX_heuristic,1,1,1,1,-4,-1,PASS
circuit_0034,ghz,4,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0034,ghz,4,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0034,ghz,4,semantic_deviation,PyZX_heuristic,0,0,1,1,-8,-5,FAIL
circuit_0035,ghz,5,physics_violation,physics_constrained_agent,1,1,1,1,1,0,PASS
circuit_0035,ghz,5,physics_violation,QBugLM_unconstrained,0,0,1,0,1,0,FAIL
circuit_0035,ghz,5,physics_violation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0036,ghz,3,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0036,ghz,3,syntax,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0036,ghz,3,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0037,ghz,3,structural,physics_constrained_agent,1,1,1,1,-1,-2,PASS
circuit_0037,ghz,3,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0037,ghz,3,structural,PyZX_heuristic,0,0,1,1,-2,-2,FAIL
circuit_0038,ghz,6,gate_redundancy,physics_constrained_agent,1,1,1,1,2,0,PASS
circuit_0038,ghz,6,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,0,PASS
circuit_0038,ghz,6,gate_redundancy,PyZX_heuristic,1,1,1,1,-8,-5,PASS
circuit_0039,ghz,3,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0039,ghz,3,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0039,ghz,3,semantic_deviation,PyZX_heuristic,0,0,1,1,-6,-4,FAIL
circuit_0040,ghz,5,physics_violation,physics_constrained_agent,0,1,2,1,1,0,PASS
circuit_0040,ghz,5,physics_violation,QBugLM_unconstrained,0,0,1,0,-2,-1,FAIL
circuit_0040,ghz,5,physics_violation,PyZX_heuristic,0,0,1,0,-9,-6,FAIL
circuit_0041,ghz,5,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0041,ghz,5,syntax,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0041,ghz,5,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0042,ghz,7,structural,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0042,ghz,7,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0042,ghz,7,structural,PyZX_heuristic,0,0,1,1,-12,-7,FAIL
circuit_0043,ghz,5,gate_redundancy,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0043,ghz,5,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0043,ghz,5,gate_redundancy,PyZX_heuristic,1,1,1,1,-6,-2,PASS
circuit_0044,ghz,3,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0044,ghz,3,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0044,ghz,3,semantic_deviation,PyZX_heuristic,0,0,1,1,-6,-4,FAIL
circuit_0045,ghz,6,physics_violation,physics_constrained_agent,0,1,2,1,1,0,PASS
circuit_0045,ghz,6,physics_violation,QBugLM_unconstrained,0,0,1,0,-2,0,FAIL
circuit_0045,ghz,6,physics_violation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0046,ghz,7,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0046,ghz,7,syntax,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0046,ghz,7,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0047,ghz,3,structural,physics_constrained_agent,1,1,1,1,-1,-1,PASS
circuit_0047,ghz,3,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0047,ghz,3,structural,PyZX_heuristic,0,0,1,1,-2,-1,FAIL
circuit_0048,ghz,6,gate_redundancy,physics_constrained_agent,1,1,1,1,2,0,PASS
circuit_0048,ghz,6,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,0,PASS
circuit_0048,ghz,6,gate_redundancy,PyZX_heuristic,1,1,1,1,-8,-5,PASS
circuit_0049,ghz,3,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0049,ghz,3,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0049,ghz,3,semantic_deviation,PyZX_heuristic,0,0,1,1,-6,-4,FAIL
circuit_0050,ghz,7,physics_violation,physics_constrained_agent,1,1,1,1,1,0,PASS
circuit_0050,ghz,7,physics_violation,QBugLM_unconstrained,0,0,1,0,1,0,FAIL
circuit_0050,ghz,7,physics_violation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0051,ghz,5,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0051,ghz,5,syntax,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0051,ghz,5,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0052,ghz,7,structural,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0052,ghz,7,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0052,ghz,7,structural,PyZX_heuristic,0,0,1,1,-12,-7,FAIL
circuit_0053,ghz,5,gate_redundancy,physics_constrained_agent,1,1,1,1,2,0,PASS
circuit_0053,ghz,5,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,0,PASS
circuit_0053,ghz,5,gate_redundancy,PyZX_heuristic,1,1,1,1,-6,-4,PASS
circuit_0054,ghz,7,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0054,ghz,7,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0054,ghz,7,semantic_deviation,PyZX_heuristic,0,0,1,1,-14,-8,FAIL
circuit_0055,ghz,4,physics_violation,physics_constrained_agent,0,1,2,1,1,1,PASS
circuit_0055,ghz,4,physics_violation,QBugLM_unconstrained,0,0,1,0,-2,-1,FAIL
circuit_0055,ghz,4,physics_violation,PyZX_heuristic,0,0,1,0,-7,-2,FAIL
circuit_0056,ghz,3,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0056,ghz,3,syntax,QBugLM_unconstrained,0,0,1,0,0,0,FAIL
circuit_0056,ghz,3,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0057,ghz,3,structural,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0057,ghz,3,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0057,ghz,3,structural,PyZX_heuristic,0,0,1,1,-2,-1,FAIL
circuit_0058,ghz,4,gate_redundancy,physics_constrained_agent,1,1,1,1,2,0,PASS
circuit_0058,ghz,4,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,0,PASS
circuit_0058,ghz,4,gate_redundancy,PyZX_heuristic,1,1,1,1,-4,-3,PASS
circuit_0059,ghz,5,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0059,ghz,5,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0059,ghz,5,semantic_deviation,PyZX_heuristic,0,0,1,1,-10,-6,FAIL
circuit_0060,ghz,3,physics_violation,physics_constrained_agent,0,1,2,1,1,1,PASS
circuit_0060,ghz,3,physics_violation,QBugLM_unconstrained,0,0,1,0,-2,-2,FAIL
circuit_0060,ghz,3,physics_violation,PyZX_heuristic,0,0,1,0,-4,-2,FAIL
circuit_0061,ghz,4,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0061,ghz,4,syntax,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0061,ghz,4,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0062,ghz,3,structural,physics_constrained_agent,1,1,1,1,-1,-1,PASS
circuit_0062,ghz,3,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0062,ghz,3,structural,PyZX_heuristic,0,0,1,1,-6,-4,FAIL
circuit_0063,ghz,6,gate_redundancy,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0063,ghz,6,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0063,ghz,6,gate_redundancy,PyZX_heuristic,1,1,1,1,-8,-3,PASS
circuit_0064,ghz,5,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0064,ghz,5,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0064,ghz,5,semantic_deviation,PyZX_heuristic,0,0,1,1,-10,-6,FAIL
circuit_0065,ghz,6,physics_violation,physics_constrained_agent,0,1,2,1,1,0,PASS
circuit_0065,ghz,6,physics_violation,QBugLM_unconstrained,0,0,1,0,-2,0,FAIL
circuit_0065,ghz,6,physics_violation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0066,ghz,5,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0066,ghz,5,syntax,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0066,ghz,5,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0067,ghz,4,structural,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0067,ghz,4,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0067,ghz,4,structural,PyZX_heuristic,0,0,1,1,-6,-2,FAIL
circuit_0068,ghz,5,gate_redundancy,physics_constrained_agent,1,1,1,1,2,0,PASS
circuit_0068,ghz,5,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,0,PASS
circuit_0068,ghz,5,gate_redundancy,PyZX_heuristic,1,1,1,1,-6,-4,PASS
circuit_0069,ghz,5,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0069,ghz,5,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0069,ghz,5,semantic_deviation,PyZX_heuristic,0,0,1,1,-10,-6,FAIL
circuit_0070,ghz,4,physics_violation,physics_constrained_agent,1,1,1,1,1,0,PASS
circuit_0070,ghz,4,physics_violation,QBugLM_unconstrained,0,0,1,0,1,0,FAIL
circuit_0070,ghz,4,physics_violation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0071,ghz,5,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0071,ghz,5,syntax,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0071,ghz,5,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0072,ghz,3,structural,physics_constrained_agent,1,1,1,1,-1,-1,PASS
circuit_0072,ghz,3,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0072,ghz,3,structural,PyZX_heuristic,0,0,1,1,-2,-1,FAIL
circuit_0073,ghz,7,gate_redundancy,physics_constrained_agent,1,1,1,1,2,0,PASS
circuit_0073,ghz,7,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,0,PASS
circuit_0073,ghz,7,gate_redundancy,PyZX_heuristic,1,1,1,1,-10,-6,PASS
circuit_0074,ghz,4,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0074,ghz,4,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0074,ghz,4,semantic_deviation,PyZX_heuristic,0,0,1,1,-8,-5,FAIL
circuit_0075,ghz,7,physics_violation,physics_constrained_agent,0,1,2,1,1,0,PASS
circuit_0075,ghz,7,physics_violation,QBugLM_unconstrained,0,0,1,0,-2,0,FAIL
circuit_0075,ghz,7,physics_violation,PyZX_heuristic,0,0,1,0,-13,-8,FAIL
circuit_0076,ghz,4,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0076,ghz,4,syntax,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0076,ghz,4,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0077,ghz,4,structural,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0077,ghz,4,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0077,ghz,4,structural,PyZX_heuristic,0,0,1,1,-6,-2,FAIL
circuit_0078,ghz,6,gate_redundancy,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0078,ghz,6,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0078,ghz,6,gate_redundancy,PyZX_heuristic,1,1,1,1,-8,-3,PASS
circuit_0079,ghz,6,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0079,ghz,6,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0079,ghz,6,semantic_deviation,PyZX_heuristic,0,0,1,1,-12,-7,FAIL
circuit_0080,ghz,5,physics_violation,physics_constrained_agent,0,1,2,1,1,0,PASS
circuit_0080,ghz,5,physics_violation,QBugLM_unconstrained,0,0,1,0,-2,-1,FAIL
circuit_0080,ghz,5,physics_violation,PyZX_heuristic,0,0,1,0,-9,-6,FAIL
circuit_0081,ghz,7,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0081,ghz,7,syntax,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0081,ghz,7,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0082,ghz,4,structural,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0082,ghz,4,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0082,ghz,4,structural,PyZX_heuristic,0,0,1,1,-4,-1,FAIL
circuit_0083,ghz,5,gate_redundancy,physics_constrained_agent,1,1,1,1,2,0,PASS
circuit_0083,ghz,5,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,0,PASS
circuit_0083,ghz,5,gate_redundancy,PyZX_heuristic,1,1,1,1,-6,-4,PASS
circuit_0084,ghz,3,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0084,ghz,3,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0084,ghz,3,semantic_deviation,PyZX_heuristic,0,0,1,1,-6,-4,FAIL
circuit_0085,ghz,4,physics_violation,physics_constrained_agent,0,1,2,1,1,1,PASS
circuit_0085,ghz,4,physics_violation,QBugLM_unconstrained,0,0,1,0,-2,-1,FAIL
circuit_0085,ghz,4,physics_violation,PyZX_heuristic,0,0,1,0,-7,-2,FAIL
circuit_0086,ghz,3,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0086,ghz,3,syntax,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0086,ghz,3,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0087,ghz,5,structural,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0087,ghz,5,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0087,ghz,5,structural,PyZX_heuristic,0,0,1,1,-8,-5,FAIL
circuit_0088,ghz,6,gate_redundancy,physics_constrained_agent,1,1,1,1,2,0,PASS
circuit_0088,ghz,6,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,0,PASS
circuit_0088,ghz,6,gate_redundancy,PyZX_heuristic,1,1,1,1,-8,-5,PASS
circuit_0089,ghz,5,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0089,ghz,5,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0089,ghz,5,semantic_deviation,PyZX_heuristic,0,0,1,1,-10,-6,FAIL
circuit_0090,ghz,3,physics_violation,physics_constrained_agent,1,1,1,1,1,0,PASS
circuit_0090,ghz,3,physics_violation,QBugLM_unconstrained,0,0,1,0,1,0,FAIL
circuit_0090,ghz,3,physics_violation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0091,ghz,4,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0091,ghz,4,syntax,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0091,ghz,4,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0092,ghz,7,structural,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0092,ghz,7,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0092,ghz,7,structural,PyZX_heuristic,0,0,1,1,-10,-2,FAIL
circuit_0093,ghz,5,gate_redundancy,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0093,ghz,5,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0093,ghz,5,gate_redundancy,PyZX_heuristic,1,1,1,1,-6,-2,PASS
circuit_0094,ghz,4,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0094,ghz,4,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0094,ghz,4,semantic_deviation,PyZX_heuristic,0,0,1,1,-8,-5,FAIL
circuit_0095,ghz,6,physics_violation,physics_constrained_agent,0,1,2,1,1,0,PASS
circuit_0095,ghz,6,physics_violation,QBugLM_unconstrained,0,0,1,0,-2,0,FAIL
circuit_0095,ghz,6,physics_violation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0096,ghz,6,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0096,ghz,6,syntax,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0096,ghz,6,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0097,ghz,6,structural,physics_constrained_agent,1,1,1,1,-1,-1,PASS
circuit_0097,ghz,6,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0097,ghz,6,structural,PyZX_heuristic,0,0,1,1,-8,-4,FAIL
circuit_0098,ghz,4,gate_redundancy,physics_constrained_agent,1,1,1,1,2,0,PASS
circuit_0098,ghz,4,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,0,PASS
circuit_0098,ghz,4,gate_redundancy,PyZX_heuristic,1,1,1,1,-4,-3,PASS
circuit_0099,ghz,5,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0099,ghz,5,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0099,ghz,5,semantic_deviation,PyZX_heuristic,0,0,1,1,-10,-6,FAIL
